"","X","Pollster","Dates","start_date","end_date","observations","sample_subpopulation","McCain","Obama2008","Barr","Nader","Other","Undecided","Margin","Year","State","EndDaysUntil","StartDaysUntil","MidDaysUntil","Dem2P","Rep2P","DemVote","RepVote","VoteErrorAbs","McKinney","NV","Refuse","Not.Voting","Paul","survey_house","ActualMargin","PollMargin","Romney","Obama2012","poll_slug","question_text","margin_of_error","mode","partisanship","partisan_affiliation","None","Refused","Trump","Clinton","Johnson","McMullin","MidDaysFactor","competitive","MarginError","MarginErrorAbs","VoteError","PVRepVote","PVDemVote","PVMargin"
"4344",4344,NA,NA,"11/1/2016","11/7/2016",3145,"Likely Voters",NA,NA,NA,NA,"3","2",NA,2016,"MO",1,7,4,0.512,0.488,0.452,0.548,6,NA,NA,NA,NA,NA,"SurveyMonkey",-19,2,NA,NA,"surveymonkey-26807",1,NA,"Internet","Nonpartisan","None",NA,NA,42,44,8,NA,"Last week","noncompetitive",-21,21,-0.06,0.5477866675338,0.4522133324662,-0.0938025759042376
"4345",4345,NA,NA,"10/30/2016","11/6/2016",334,"Likely Voters",NA,NA,NA,NA,"6",NA,NA,2016,"MO",2,9,5.5,0.521,0.479,0.452,0.548,6.9,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,4,NA,NA,"upi-cvoter-26793",1,NA,"Internet","Nonpartisan","None",NA,NA,45,49,NA,NA,"Last week","noncompetitive",-23,23,-0.069,0.5477866675338,0.4522133324662,-0.0938025759042376
"4346",4346,NA,NA,"10/30/2016","11/6/2016",2868,"Likely Voters",NA,NA,NA,NA,"3","2",NA,2016,"MO",2,9,5.5,0.512,0.488,0.452,0.548,6,NA,NA,NA,NA,NA,"SurveyMonkey",-19,2,NA,NA,"surveymonkey-26769",1,NA,"Internet","Nonpartisan","None",NA,NA,42,44,8,NA,"Last week","noncompetitive",-21,21,-0.06,0.5477866675338,0.4522133324662,-0.0938025759042376
"4347",4347,NA,NA,"10/17/2016","11/6/2016",609,"Likely Voters",NA,NA,NA,NA,NA,"9",NA,2016,"MO",2,22,12,0.505,0.495,0.452,0.548,5.3,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,1,NA,NA,"ipsos-reuters-26806",1,NA,"Internet","Nonpartisan","None",NA,NA,45,46,NA,NA,"2 Weeks to Go","noncompetitive",-20,20,-0.053,0.5477866675338,0.4522133324662,-0.0938025759042376
"4348",4348,NA,NA,"11/3/2016","11/4/2016",957,"Likely Voters",NA,NA,NA,NA,"2","6",NA,2016,"MO",4,5,4.5,0.529,0.471,0.452,0.548,7.7,NA,NA,NA,NA,NA,"PPP (D)",-19,5,NA,NA,"ppp-d-26722",8,3.2,"IVR/Online","Pollster","Dem",NA,NA,41,46,6,NA,"Last week","noncompetitive",-24,24,-0.077,0.5477866675338,0.4522133324662,-0.0938025759042376
"4349",4349,NA,NA,"11/3/2016","11/4/2016",957,"Likely Voters",NA,NA,NA,NA,NA,"6",NA,2016,"MO",4,5,4.5,0.532,0.468,0.452,0.548,8,NA,NA,NA,NA,NA,"PPP (D)",-19,6,NA,NA,"ppp-d-26722",5,3.2,"IVR/Online","Pollster","Dem",NA,NA,44,50,NA,NA,"Last week","noncompetitive",-25,25,-0.08,0.5477866675338,0.4522133324662,-0.0938025759042376
"4350",4350,NA,NA,"10/29/2016","11/4/2016",2748,"Likely Voters",NA,NA,NA,NA,"3","2",NA,2016,"MO",4,10,7,0.512,0.488,0.452,0.548,6,NA,NA,NA,NA,NA,"SurveyMonkey",-19,2,NA,NA,"surveymonkey-26731",1,NA,"Internet","Nonpartisan","None",NA,NA,42,44,8,NA,"Last week","noncompetitive",-21,21,-0.06,0.5477866675338,0.4522133324662,-0.0938025759042376
"4351",4351,NA,NA,"10/28/2016","11/3/2016",2362,"Likely Voters",NA,NA,NA,NA,"3","2",NA,2016,"MO",5,11,8,0.506,0.494,0.452,0.548,5.4,NA,NA,NA,NA,NA,"SurveyMonkey",-19,1,NA,NA,"surveymonkey-26694",1,NA,"Internet","Nonpartisan","None",NA,NA,43,44,9,NA,"2 Weeks to Go","noncompetitive",-20,20,-0.054,0.5477866675338,0.4522133324662,-0.0938025759042376
"4352",4352,NA,NA,"10/14/2016","11/3/2016",607,"Likely Voters",NA,NA,NA,NA,NA,"14",NA,2016,"MO",5,25,15,0.5,0.5,0.452,0.548,4.8,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,0,NA,NA,"ipsos-reuters-26743",1,NA,"Internet","Nonpartisan","None",NA,NA,43,43,NA,NA,"3 Weeks to Go","noncompetitive",-19,19,-0.048,0.5477866675338,0.4522133324662,-0.0938025759042376
"4353",4353,NA,NA,"10/27/2016","11/2/2016",1993,"Likely Voters",NA,NA,NA,NA,"3","2",NA,2016,"MO",6,12,9,0.517,0.483,0.452,0.548,6.5,NA,NA,NA,NA,NA,"SurveyMonkey",-19,3,NA,NA,"surveymonkey-26660",1,NA,"Internet","Nonpartisan","None",NA,NA,42,45,8,NA,"2 Weeks to Go","noncompetitive",-22,22,-0.065,0.5477866675338,0.4522133324662,-0.0938025759042376
"4354",4354,NA,NA,"10/26/2016","11/1/2016",1739,"Likely Voters",NA,NA,NA,NA,"4","3",NA,2016,"MO",7,13,10,0.506,0.494,0.452,0.548,5.4,NA,NA,NA,NA,NA,"SurveyMonkey",-19,1,NA,NA,"surveymonkey-26619",1,NA,"Internet","Nonpartisan","None",NA,NA,43,44,8,NA,"2 Weeks to Go","noncompetitive",-20,20,-0.054,0.5477866675338,0.4522133324662,-0.0938025759042376
"4355",4355,NA,NA,"10/25/2016","10/31/2016",1649,"Likely Voters",NA,NA,NA,NA,"5","3",NA,2016,"MO",8,14,11,0.506,0.494,0.452,0.548,5.4,NA,NA,NA,NA,NA,"SurveyMonkey",-19,1,NA,NA,"surveymonkey-26596",1,NA,"Internet","Nonpartisan","None",NA,NA,42,43,8,NA,"2 Weeks to Go","noncompetitive",-20,20,-0.054,0.5477866675338,0.4522133324662,-0.0938025759042376
"4356",4356,NA,NA,"10/24/2016","10/30/2016",1400,"Likely Voters",NA,NA,NA,NA,"5","3",NA,2016,"MO",9,15,12,0.506,0.494,0.452,0.548,5.4,NA,NA,NA,NA,NA,"SurveyMonkey",-19,1,NA,NA,"surveymonkey-26572",1,NA,"Internet","Nonpartisan","None",NA,NA,42,43,8,NA,"2 Weeks to Go","noncompetitive",-20,20,-0.054,0.5477866675338,0.4522133324662,-0.0938025759042376
"4357",4357,NA,NA,"9/1/2016","10/30/2016",746,"Likely Voters",NA,NA,NA,NA,"6","10",NA,2016,"MO",9,68,38.5,0.619,0.381,0.452,0.548,16.7,NA,NA,NA,NA,NA,"Michigan State University",-19,20,NA,NA,"michigan-state-university-26626",10,3.6,"Live Phone","Nonpartisan","None",NA,NA,32,52,NA,NA,"6 Weeks to Go","noncompetitive",-39,39,-0.167,0.5477866675338,0.4522133324662,-0.0938025759042376
"4358",4358,NA,NA,"9/1/2016","10/30/2016",746,"Likely Voters",NA,NA,NA,NA,"6","8",NA,2016,"MO",9,68,38.5,0.627,0.373,0.452,0.548,17.5,NA,NA,NA,NA,NA,"Michigan State University",-19,19,NA,NA,"michigan-state-university-26626",9,3.6,"Live Phone","Nonpartisan","None",NA,NA,28,47,11,NA,"6 Weeks to Go","noncompetitive",-38,38,-0.175,0.5477866675338,0.4522133324662,-0.0938025759042376
"4359",4359,NA,NA,"10/23/2016","10/29/2016",337,"Likely Voters",NA,NA,NA,NA,"4",NA,NA,2016,"MO",10,16,13,0.526,0.474,0.452,0.548,7.4,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,5,NA,NA,"upi-cvoter-26592",1,NA,"Internet","Nonpartisan","None",NA,NA,46,51,NA,NA,"2 Weeks to Go","noncompetitive",-24,24,-0.074,0.5477866675338,0.4522133324662,-0.0938025759042376
"4360",4360,NA,NA,"10/20/2016","10/28/2016",1787,"Likely Voters",NA,NA,NA,NA,"4","3",NA,2016,"MO",11,19,15,0.518,0.482,0.452,0.548,6.6,NA,NA,NA,NA,NA,"SurveyMonkey",-19,3,NA,NA,"surveymonkey-26537",1,NA,"Internet","Nonpartisan","None",NA,NA,41,44,8,NA,"3 Weeks to Go","noncompetitive",-22,22,-0.066,0.5477866675338,0.4522133324662,-0.0938025759042376
"4361",4361,NA,NA,"10/7/2016","10/27/2016",1256,"Likely Voters",NA,NA,NA,NA,NA,"22",NA,2016,"MO",12,32,22,0.526,0.474,0.452,0.548,7.4,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,4,NA,NA,"ipsos-reuters-26585",1,NA,"Internet","Nonpartisan","None",NA,NA,37,41,NA,NA,"4 Weeks to Go","noncompetitive",-23,23,-0.074,0.5477866675338,0.4522133324662,-0.0938025759042376
"4362",4362,NA,NA,"10/18/2016","10/26/2016",1928,"Likely Voters",NA,NA,NA,NA,"5","4",NA,2016,"MO",13,21,17,0.518,0.482,0.452,0.548,6.6,NA,NA,NA,NA,NA,"SurveyMonkey",-19,3,NA,NA,"surveymonkey-26499",1,NA,"Internet","Nonpartisan","None",NA,NA,40,43,8,NA,"3 Weeks to Go","noncompetitive",-22,22,-0.066,0.5477866675338,0.4522133324662,-0.0938025759042376
"4363",4363,NA,NA,"10/22/2016","10/24/2016",600,"Likely Voters",NA,NA,NA,NA,"1","15",NA,2016,"MO",15,17,16,0.549,0.451,0.452,0.548,9.7,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,8,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-26500",1,4,"Live Phone","Nonpartisan","None",NA,NA,37,45,2,NA,"3 Weeks to Go","noncompetitive",-27,27,-0.097,0.5477866675338,0.4522133324662,-0.0938025759042376
"4364",4364,NA,NA,"10/22/2016","10/24/2016",600,"Likely Voters",NA,NA,NA,NA,"3","13",NA,2016,"MO",15,17,16,0.547,0.453,0.452,0.548,9.5,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,7,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-26500",1,4,"Live Phone","Nonpartisan","None",NA,NA,34,41,9,NA,"3 Weeks to Go","noncompetitive",-26,26,-0.095,0.5477866675338,0.4522133324662,-0.0938025759042376
"4365",4365,NA,NA,"10/18/2016","10/24/2016",1663,"Likely Voters",NA,NA,NA,NA,"4","4",NA,2016,"MO",15,21,18,0.524,0.476,0.452,0.548,7.2,NA,NA,NA,NA,NA,"SurveyMonkey",-19,4,NA,NA,"surveymonkey-26441",1,NA,"Internet","Nonpartisan","None",NA,NA,40,44,9,NA,"3 Weeks to Go","noncompetitive",-23,23,-0.072,0.5477866675338,0.4522133324662,-0.0938025759042376
"4366",4366,NA,NA,"10/17/2016","10/23/2016",1392,"Likely Voters",NA,NA,NA,NA,"4","4",NA,2016,"MO",16,22,19,0.524,0.476,0.452,0.548,7.2,NA,NA,NA,NA,NA,"SurveyMonkey",-19,4,NA,NA,"surveymonkey-26431",1,NA,"Internet","Nonpartisan","None",NA,NA,39,43,9,NA,"3 Weeks to Go","noncompetitive",-23,23,-0.072,0.5477866675338,0.4522133324662,-0.0938025759042376
"4367",4367,NA,NA,"10/16/2016","10/23/2016",329,"Likely Voters",NA,NA,NA,NA,"4",NA,NA,2016,"MO",16,23,19.5,0.531,0.469,0.452,0.548,7.9,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,6,NA,NA,"upi-cvoter-26409",1,NA,"Internet","Nonpartisan","None",NA,NA,45,51,NA,NA,"3 Weeks to Go","noncompetitive",-25,25,-0.079,0.5477866675338,0.4522133324662,-0.0938025759042376
"4368",4368,NA,NA,"9/30/2016","10/20/2016",853,"Likely Voters",NA,NA,NA,NA,NA,"14",NA,2016,"MO",19,39,29,0.523,0.477,0.452,0.548,7.1,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,4,NA,NA,"ipsos-reuters-26407",1,NA,"Internet","Nonpartisan","None",NA,NA,41,45,NA,NA,"5 Weeks to Go","noncompetitive",-23,23,-0.071,0.5477866675338,0.4522133324662,-0.0938025759042376
"4369",4369,NA,NA,"10/16/2016","10/19/2016",600,"Likely Voters",NA,NA,NA,NA,"8","12",NA,2016,"MO",20,23,21.5,0.532,0.468,0.452,0.548,8,NA,NA,NA,NA,NA,"Marketing Resource Group (R)",-19,5,NA,NA,"marketing-resource-group-r-26365",1,4,"Live Phone","Pollster","Rep",NA,NA,36,41,3,NA,"4 Weeks to Go","noncompetitive",-24,24,-0.08,0.5477866675338,0.4522133324662,-0.0938025759042376
"4370",4370,NA,NA,"10/6/2016","10/17/2016",1370,"Likely Voters",NA,NA,NA,NA,"9","15",NA,2016,"MO",22,33,27.5,0.526,0.474,0.452,0.548,7.4,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,4,NA,NA,"ipsos-reuters-26657",2,3,"Internet","Nonpartisan","None",NA,NA,36,40,NA,NA,"4 Weeks to Go","noncompetitive",-23,23,-0.074,0.5477866675338,0.4522133324662,-0.0938025759042376
"4371",4371,NA,NA,"10/6/2016","10/17/2016",1370,"Likely Voters",NA,NA,NA,NA,"5","12",NA,2016,"MO",22,33,27.5,0.526,0.474,0.452,0.548,7.4,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,4,NA,NA,"ipsos-reuters-26657",2,3,"Internet","Nonpartisan","None",NA,NA,36,40,7,NA,"4 Weeks to Go","noncompetitive",-23,23,-0.074,0.5477866675338,0.4522133324662,-0.0938025759042376
"4372",4372,NA,NA,"10/9/2016","10/16/2016",327,"Likely Voters",NA,NA,NA,NA,"4",NA,NA,2016,"MO",23,30,26.5,0.542,0.458,0.452,0.548,9,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,8,NA,NA,"upi-cvoter-26309",1,NA,"Internet","Nonpartisan","None",NA,NA,44,52,NA,NA,"4 Weeks to Go","noncompetitive",-27,27,-0.09,0.5477866675338,0.4522133324662,-0.0938025759042376
"4373",4373,NA,NA,"10/8/2016","10/16/2016",1331,"Likely Voters",NA,NA,NA,NA,NA,"8",NA,2016,"MO",23,31,27,0.548,0.452,0.452,0.548,9.6,NA,NA,NA,NA,NA,"WashPost/SurveyMonkey",-19,9,NA,NA,"washpost-surveymonkey-26246",1,NA,"Internet","Nonpartisan","None",NA,NA,42,51,NA,NA,"4 Weeks to Go","noncompetitive",-28,28,-0.096,0.5477866675338,0.4522133324662,-0.0938025759042376
"4374",4374,NA,NA,"10/8/2016","10/16/2016",1331,"Likely Voters",NA,NA,NA,NA,"5","3",NA,2016,"MO",23,31,27,0.549,0.451,0.452,0.548,9.7,NA,NA,NA,NA,NA,"WashPost/SurveyMonkey",-19,8,NA,NA,"washpost-surveymonkey-26246",1,NA,"Internet","Nonpartisan","None",NA,NA,37,45,11,NA,"4 Weeks to Go","noncompetitive",-27,27,-0.097,0.5477866675338,0.4522133324662,-0.0938025759042376
"4375",4375,NA,NA,"9/23/2016","10/13/2016",2192,"Likely Voters",NA,NA,NA,NA,NA,"19",NA,2016,"MO",26,46,36,0.543,0.457,0.452,0.548,9.1,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,7,NA,NA,"ipsos-reuters-26344",1,NA,"Internet","Nonpartisan","None",NA,NA,37,44,NA,NA,"6 Weeks to Go","noncompetitive",-26,26,-0.091,0.5477866675338,0.4522133324662,-0.0938025759042376
"4376",4376,NA,NA,"10/10/2016","10/11/2016",600,"Likely Voters",NA,NA,NA,NA,"5","14",NA,2016,"MO",28,29,28.5,0.588,0.412,0.452,0.548,13.6,NA,NA,NA,NA,NA,"Glengariff/Detroit News/WDIV",-19,14,NA,NA,"glengariff-detroit-news-wdiv-26197",3,4,"Live Phone","Nonpartisan","None",NA,NA,33,47,NA,NA,"5 Weeks to Go","noncompetitive",-33,33,-0.136,0.5477866675338,0.4522133324662,-0.0938025759042376
"4377",4377,NA,NA,"10/10/2016","10/11/2016",600,"Likely Voters",NA,NA,NA,NA,"6","12",NA,2016,"MO",28,29,28.5,0.575,0.425,0.452,0.548,12.3,NA,NA,NA,NA,NA,"Glengariff/Detroit News/WDIV",-19,11,NA,NA,"glengariff-detroit-news-wdiv-26197",4,4,"Live Phone","Nonpartisan","None",NA,NA,31,42,10,NA,"5 Weeks to Go","noncompetitive",-30,30,-0.123,0.5477866675338,0.4522133324662,-0.0938025759042376
"4378",4378,NA,NA,"10/2/2016","10/9/2016",338,"Likely Voters",NA,NA,NA,NA,"5",NA,NA,2016,"MO",30,37,33.5,0.542,0.458,0.452,0.548,9,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,8,NA,NA,"upi-cvoter-26043",1,NA,"Internet","Nonpartisan","None",NA,NA,44,52,NA,NA,"5 Weeks to Go","noncompetitive",-27,27,-0.09,0.5477866675338,0.4522133324662,-0.0938025759042376
"4379",4379,NA,NA,"9/16/2016","10/6/2016",687,"Likely Voters",NA,NA,NA,NA,NA,"17",NA,2016,"MO",33,53,43,0.542,0.458,0.452,0.548,9,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,7,NA,NA,"ipsos-reuters-26115",1,NA,"Internet","Nonpartisan","None",NA,NA,38,45,NA,NA,"7 Weeks to Go","noncompetitive",-26,26,-0.09,0.5477866675338,0.4522133324662,-0.0938025759042376
"4380",4380,NA,NA,"10/1/2016","10/3/2016",600,"Likely Voters",NA,NA,NA,NA,"0","16",NA,2016,"MO",36,38,37,0.561,0.439,0.452,0.548,10.9,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,10,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-25984",1,4.4,"Live Phone","Nonpartisan","None",NA,NA,36,46,2,NA,"6 Weeks to Go","noncompetitive",-29,29,-0.109,0.5477866675338,0.4522133324662,-0.0938025759042376
"4381",4381,NA,NA,"10/1/2016","10/3/2016",600,"Likely Voters",NA,NA,NA,NA,"3","12",NA,2016,"MO",36,38,37,0.573,0.427,0.452,0.548,12.1,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,11,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-25984",1,4.4,"Live Phone","Nonpartisan","None",NA,NA,32,43,10,NA,"6 Weeks to Go","noncompetitive",-30,30,-0.121,0.5477866675338,0.4522133324662,-0.0938025759042376
"4382",4382,NA,NA,"9/19/2016","10/2/2016",554,"Likely Voters",NA,NA,NA,NA,"4",NA,NA,2016,"MO",37,50,43.5,0.521,0.479,0.452,0.548,6.9,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,4,NA,NA,"upi-cvoter-25919",1,NA,"Internet","Nonpartisan","None",NA,NA,46,50,NA,NA,"7 Weeks to Go","noncompetitive",-23,23,-0.069,0.5477866675338,0.4522133324662,-0.0938025759042376
"4383",4383,NA,NA,"9/9/2016","9/29/2016",608,"Likely Voters",NA,NA,NA,NA,NA,"22",NA,2016,"MO",40,60,50,0.5,0.5,0.452,0.548,4.8,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,0,NA,NA,"ipsos-reuters-25868",1,NA,"Internet","Nonpartisan","None",NA,NA,39,39,NA,NA,"8 Weeks to Go","noncompetitive",-19,19,-0.048,0.5477866675338,0.4522133324662,-0.0938025759042376
"4384",4384,NA,NA,"9/27/2016","9/28/2016",600,"Likely Voters",NA,NA,NA,NA,"4","11",NA,2016,"MO",41,42,41.5,0.541,0.459,0.452,0.548,8.9,NA,NA,NA,NA,NA,"Glengariff/Detroit News/WDIV",-19,7,NA,NA,"glengariff-detroit-news-wdiv-25813",3,4,"Live Phone","Nonpartisan","None",NA,NA,39,46,NA,NA,"6 Weeks to Go","noncompetitive",-26,26,-0.089,0.5477866675338,0.4522133324662,-0.0938025759042376
"4385",4385,NA,NA,"9/27/2016","9/28/2016",600,"Likely Voters",NA,NA,NA,NA,"4","10",NA,2016,"MO",41,42,41.5,0.545,0.455,0.452,0.548,9.3,NA,NA,NA,NA,NA,"Glengariff/Detroit News/WDIV",-19,7,NA,NA,"glengariff-detroit-news-wdiv-25813",4,4,"Live Phone","Nonpartisan","None",NA,NA,35,42,9,NA,"6 Weeks to Go","noncompetitive",-26,26,-0.093,0.5477866675338,0.4522133324662,-0.0938025759042376
"4386",4386,NA,NA,"9/12/2016","9/25/2016",549,"Likely Voters",NA,NA,NA,NA,"5",NA,NA,2016,"MO",44,57,50.5,0.521,0.479,0.452,0.548,6.9,NA,NA,NA,NA,NA,"UPI/CVOTER",-19,4,NA,NA,"upi-cvoter-25750",1,NA,"Internet","Nonpartisan","None",NA,NA,46,50,NA,NA,"8 Weeks to Go","noncompetitive",-23,23,-0.069,0.5477866675338,0.4522133324662,-0.0938025759042376
"4387",4387,NA,NA,"9/2/2016","9/22/2016",957,"Likely Voters",NA,NA,NA,NA,NA,"15",NA,2016,"MO",47,67,57,0.506,0.494,0.452,0.548,5.4,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,1,NA,NA,"ipsos-reuters-25709",1,NA,"Internet","Nonpartisan","None",NA,NA,42,43,NA,NA,"9 Weeks to Go","noncompetitive",-20,20,-0.054,0.5477866675338,0.4522133324662,-0.0938025759042376
"4388",4388,NA,NA,"8/26/2016","9/15/2016",991,"Likely Voters",NA,NA,NA,NA,NA,"12",NA,2016,"MO",54,74,64,0.5,0.5,0.452,0.548,4.8,NA,NA,NA,NA,NA,"Ipsos/Reuters",-19,0,NA,NA,"ipsos-reuters-25555",1,NA,"Internet","Nonpartisan","None",NA,NA,44,44,NA,NA,"10 Weeks to Go","noncompetitive",-19,19,-0.048,0.5477866675338,0.4522133324662,-0.0938025759042376
"4389",4389,NA,NA,"9/10/2016","9/13/2016",600,"Likely Voters",NA,NA,NA,NA,"0","17",NA,2016,"MO",56,59,57.5,0.525,0.475,0.452,0.548,7.3,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,4,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-25508",1,4,"Live Phone","Nonpartisan","None",NA,NA,38,42,3,NA,"9 Weeks to Go","noncompetitive",-23,23,-0.073,0.5477866675338,0.4522133324662,-0.0938025759042376
"4390",4390,NA,NA,"9/10/2016","9/13/2016",600,"Likely Voters",NA,NA,NA,NA,"4","13",NA,2016,"MO",56,59,57.5,0.521,0.479,0.452,0.548,6.9,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,3,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-25508",1,4,"Live Phone","Nonpartisan","None",NA,NA,35,38,10,NA,"9 Weeks to Go","noncompetitive",-22,22,-0.069,0.5477866675338,0.4522133324662,-0.0938025759042376
"4391",4391,NA,NA,"8/9/2016","9/1/2016",2428,"Registered Voters",NA,NA,NA,NA,NA,"10",NA,2016,"MO",68,91,79.5,0.511,0.489,0.452,0.548,5.9,NA,NA,NA,NA,NA,"WashPost/SurveyMonkey",-19,2,NA,NA,"washpost-surveymonkey-25350",1,NA,"Internet","Nonpartisan","None",NA,NA,44,46,NA,NA,"12 Weeks to Go","noncompetitive",-21,21,-0.059,0.5477866675338,0.4522133324662,-0.0938025759042376
"4392",4392,NA,NA,"8/9/2016","9/1/2016",2428,"Registered Voters",NA,NA,NA,NA,"5","5",NA,2016,"MO",68,91,79.5,0.506,0.494,0.452,0.548,5.4,NA,NA,NA,NA,NA,"WashPost/SurveyMonkey",-19,1,NA,NA,"washpost-surveymonkey-25350",1,NA,"Internet","Nonpartisan","None",NA,NA,38,39,13,NA,"12 Weeks to Go","noncompetitive",-20,20,-0.054,0.5477866675338,0.4522133324662,-0.0938025759042376
"4393",4393,NA,NA,"8/22/2016","8/24/2016",500,"Likely Voters",NA,NA,NA,NA,"3","11",NA,2016,"MO",76,78,77,0.543,0.457,0.452,0.548,9.1,NA,NA,NA,NA,NA,"Suffolk",-19,7,NA,NA,"suffolk-25261",1,4.4,"Live Phone","Nonpartisan","None",NA,NA,37,44,5,NA,"11 Weeks to Go","noncompetitive",-26,26,-0.091,0.5477866675338,0.4522133324662,-0.0938025759042376
"4394",4394,NA,NA,"7/30/2016","8/4/2016",600,"Likely Voters",NA,NA,NA,NA,"0","17",NA,2016,"MO",96,101,98.5,0.561,0.439,0.452,0.548,10.9,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,10,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-25074",1,4,"Live Phone","Nonpartisan","None",NA,NA,36,46,1,NA,"Summer","noncompetitive",-29,29,-0.109,0.5477866675338,0.4522133324662,-0.0938025759042376
"4395",4395,NA,NA,"7/30/2016","8/4/2016",600,"Likely Voters",NA,NA,NA,NA,"3","14",NA,2016,"MO",96,101,98.5,0.573,0.427,0.452,0.548,12.1,NA,NA,NA,NA,NA,"EPIC-MRA/Detroit Free Press/WXYZ-TV ",-19,11,NA,NA,"epic-mra-detroit-free-press-wxyz-tv-25074",1,4,"Live Phone","Nonpartisan","None",NA,NA,32,43,8,NA,"Summer","noncompetitive",-30,30,-0.121,0.5477866675338,0.4522133324662,-0.0938025759042376
"4396",4396,NA,NA,"7/30/2016","8/1/2016",600,"Likely Voters",NA,NA,NA,NA,"4","15",NA,2016,"MO",99,101,100,0.562,0.438,0.452,0.548,11,NA,NA,NA,NA,NA,"Glengariff/Detroit News/WDIV",-19,9,NA,NA,"glengariff-detroit-news-wdiv-25056",1,4,"Live Phone","Nonpartisan","None",NA,NA,32,41,8,NA,"Summer","noncompetitive",-28,28,-0.11,0.5477866675338,0.4522133324662,-0.0938025759042376
"4397",4397,NA,NA,"7/13/2016","7/15/2016",1201,"Likely Voters",NA,NA,NA,NA,"11","8",NA,2016,"MO",116,118,117,0.519,0.481,0.452,0.548,6.7,NA,NA,NA,NA,NA,"CBS/YouGov",-19,3,NA,NA,"cbs-yougov-24911",1,4.1,"Internet","Nonpartisan","None",NA,NA,39,42,NA,NA,"Summer","noncompetitive",-22,22,-0.067,0.5477866675338,0.4522133324662,-0.0938025759042376
"4398",4398,NA,NA,"7/11/2016","7/15/2016",800,"Likely Voters",NA,NA,NA,NA,"4","31",NA,2016,"MO",116,120,118,0.54,0.46,0.452,0.548,8.8,NA,NA,NA,NA,NA,"Marketing Resource Group (R)",-19,5,NA,NA,"marketing-resource-group-r-24926",1,NA,"Live Phone","Pollster","Rep",NA,NA,29,34,3,NA,"Summer","noncompetitive",-24,24,-0.088,0.5477866675338,0.4522133324662,-0.0938025759042376
"4399",4399,NA,NA,"7/5/2016","7/11/2016",600,"Likely Voters",NA,NA,NA,NA,NA,"27",NA,2016,"MO",120,126,123,0.541,0.459,0.452,0.548,8.9,NA,NA,NA,NA,NA,"Mitchell Research (R)/Fox 2 Detroit/(MAHP)",-19,6,NA,NA,"mitchell-research-r-fox-2-detroit-mahp-24986",1,4,"IVR/Live Phone","Pollster","Rep",NA,NA,34,40,NA,NA,"Summer","noncompetitive",-25,25,-0.089,0.5477866675338,0.4522133324662,-0.0938025759042376
"4400",4400,NA,NA,"7/7/2016","7/8/2016",1562,"Registered Voters",NA,NA,NA,NA,"11",NA,NA,2016,"MO",123,124,123.5,0.539,0.461,0.452,0.548,8.7,NA,NA,NA,NA,NA,"Gravis Marketing",-19,7,NA,NA,"gravis-marketing-24886",6,2.4,"Automated Phone","Nonpartisan","None",NA,NA,41,48,NA,NA,"Summer","noncompetitive",-26,26,-0.087,0.5477866675338,0.4522133324662,-0.0938025759042376
